1000002,Kabul,,Afghanistan,AF
9024887,68824,Nebraska,United States,US
9024888,68825,Nebraska,United States,US
9024889,68826,Nebraska,United States,US
9024890,68827,Nebraska,United States,US
9024891,68828,Nebraska,United States,US
9024892,68831,Nebraska,United States,US
9024893,68832,Nebraska,United States,US
9024894,68833,Nebraska,United States,US
9024895,68834,Nebraska,United States,US
9024896,68835,Nebraska,United States,US
9024897,68836,Nebraska,United States,US
9024898,68837,Nebraska,United States,US
9024899,68838,Nebraska,United States,US
9024900,68840,Nebraska,United States,US
9024901,68841,Nebraska,United States,US
9024902,68842,Nebraska,United States,US
9024903,68843,Nebraska,United States,US
9024904,68844,Nebraska,United States,US
9024905,68845,Nebraska,United States,US
9024906,68846,Nebraska,United States,US
9024907,68847,Nebraska,United States,US
9024908,68849,Nebraska,United States,US
9024909,68850,Nebraska,United States,US
9024910,68852,Nebraska,United States,US
9024911,68853,Nebraska,United States,US
9024912,68854,Nebraska,United States,US
9024913,68855,Nebraska,United States,US
9024914,68856,Nebraska,United States,US
9024915,68858,Nebraska,United States,US
9024916,68859,Nebraska,United States,US
9024917,68860,Nebraska,United States,US
9024918,68861,Nebraska,United States,US
9024919,68862,Nebraska,United States,US
9024920,68863,Nebraska,United States,US
9024921,68864,Nebraska,United States,US
9024922,68865,Nebraska,United States,US
9024923,68866,Nebraska,United States,US
9024924,68869,Nebraska,United States,US
9024925,68870,Nebraska,United States,US
9024926,68871,Nebraska,United States,US
9024927,68872,Nebraska,United States,US
9024928,68873,Nebraska,United States,US
9024929,68874,Nebraska,United States,US
9024930,68875,Nebraska,United States,US
9024931,68876,Nebraska,United States,US
9024932,68878,Nebraska,United States,US
9024933,68879,Nebraska,United States,US
9024934,68881,Nebraska,United States,US
9024935,68882,Nebraska,United States,US
9024936,68883,Nebraska,United States,US
9024937,68901,Nebraska,United States,US
9024938,68920,Nebraska,United States,US
9024939,68922,Nebraska,United States,US
9024940,68924,Nebraska,United States,US
9024941,68925,Nebraska,United States,US
9024942,68926,Nebraska,United States,US
9024943,68927,Nebraska,United States,US
9024944,68928,Nebraska,United States,US
9024945,68929,Nebraska,United States,US
9024946,68930,Nebraska,United States,US
9024947,68932,Nebraska,United States,US
9024948,68933,Nebraska,United States,US
9024949,68934,Nebraska,United States,US
9024950,68935,Nebraska,United States,US
9024951,68936,Nebraska,United States,US
9024952,68937,Nebraska,United States,US
9024953,68938,Nebraska,United States,US
9024954,68939,Nebraska,United States,US
9024955,68940,Nebraska,United States,US
9024956,68941,Nebraska,United States,US
9024957,68942,Nebraska,United States,US
9024958,68943,Nebraska,United States,US
9024959,68944,Nebraska,United States,US
9024960,68945,Nebraska,United States,US
9024961,68946,Nebraska,United States,US
9024962,68947,Nebraska,United States,US
9024963,68948,Nebraska,United States,US
9024964,68949,Nebraska,United States,US
9024965,68950,Nebraska,United States,US
9024966,68952,Nebraska,United States,US
9024967,68955,Nebraska,United States,US
9024968,68956,Nebraska,United States,US
9024969,68957,Nebraska,United States,US
9024970,68958,Nebraska,United States,US
9024971,68959,Nebraska,United States,US
9024972,68960,Nebraska,United States,US
9024973,68961,Nebraska,United States,US
9024974,68964,Nebraska,United States,US
9024975,68966,Nebraska,United States,US
9024976,68967,Nebraska,United States,US
9024977,68970,Nebraska,United States,US
9024978,68971,Nebraska,United States,US
9024979,68972,Nebraska,United States,US
9024980,68973,Nebraska,United States,US
9024981,68974,Nebraska,United States,US
9024982,68975,Nebraska,United States,US
9024983,68976,Nebraska,United States,US
9024984,68977,Nebraska,United States,US
9024985,68978,Nebraska,United States,US
9024986,68979,Nebraska,United States,US
9024987,68980,Nebraska,United States,US
9024988,68981,Nebraska,United States,US
9024989,68982,Nebraska,United States,US
9024990,69001,Nebraska,United States,US
9024991,69020,Nebraska,United States,US
9024992,69021,Nebraska,United States,US
9024993,69022,Nebraska,United States,US
9024994,69023,Nebraska,United States,US
9024995,69024,Nebraska,United States,US
9024996,69025,Nebraska,United States,US
9024997,69026,Nebraska,United States,US
9024998,69027,Nebraska,United States,US
9024999,69028,Nebraska,United States,US
9025000,69029,Nebraska,United States,US
9025001,69030,Nebraska,United States,US
9025002,69031,Nebraska,United States,US
9025003,69032,Nebraska,United States,US
9025004,69033,Nebraska,United States,US
9025005,69034,Nebraska,United States,US
9025006,69036,Nebraska,United States,US
9025007,69037,Nebraska,United States,US
9025008,69038,Nebraska,United States,US
9025009,69039,Nebraska,United States,US
9025010,69040,Nebraska,United States,US
9025011,69041,Nebraska,United States,US
9025012,69042,Nebraska,United States,US
9025013,69043,Nebraska,United States,US
9025014,69044,Nebraska,United States,US
9025015,69045,Nebraska,United States,US
9025016,69046,Nebraska,United States,US
9025017,69101,Nebraska,United States,US
9025018,69120,Nebraska,United States,US
9025019,69121,Nebraska,United States,US
9025020,69122,Nebraska,United States,US
9025021,69123,Nebraska,United States,US
9025022,69125,Nebraska,United States,US
9025023,69127,Nebraska,United States,US
9025024,69128,Nebraska,United States,US
9025025,69129,Nebraska,United States,US
9025026,69130,Nebraska,United States,US
9025027,69131,Nebraska,United States,US
9025028,69132,Nebraska,United States,US
9025029,69133,Nebraska,United States,US
9025030,69134,Nebraska,United States,US
9025031,69135,Nebraska,United States,US
9025032,69138,Nebraska,United States,US
9025033,69140,Nebraska,United States,US
9025034,69141,Nebraska,United States,US
9025035,69142,Nebraska,United States,US
9025036,69143,Nebraska,United States,US
9025037,69144,Nebraska,United States,US
9025038,69145,Nebraska,United States,US
9025039,69146,Nebraska,United States,US
9025040,69147,Nebraska,United States,US
9025041,69148,Nebraska,United States,US
9025042,69149,Nebraska,United States,US
9025043,69150,Nebraska,United States,US
9025044,69151,Nebraska,United States,US
9025045,69152,Nebraska,United States,US
9025046,69153,Nebraska,United States,US
9025047,69154,Nebraska,United States,US
9025048,69155,Nebraska,United States,US
9025049,69156,Nebraska,United States,US
9025050,69157,Nebraska,United States,US
9025051,69161,Nebraska,United States,US
9025052,69162,Nebraska,United States,US
9025053,69163,Nebraska,United States,US
9025054,69165,Nebraska,United States,US
9025055,69166,Nebraska,United States,US
9025056,69167,Nebraska,United States,US
9025057,69168,Nebraska,United States,US
9025058,69169,Nebraska,United States,US
9025059,69170,Nebraska,United States,US
9025060,69201,Nebraska,United States,US
9025061,69210,Nebraska,United States,US
9025062,69211,Nebraska,United States,US
9025063,69212,Nebraska,United States,US
9025064,69214,Nebraska,United States,US
9025065,69216,Nebraska,United States,US
9025066,69217,Nebraska,United States,US
9025067,69218,Nebraska,United States,US
9025068,69219,Nebraska,United States,US
9025069,69220,Nebraska,United States,US
9025070,69221,Nebraska,United States,US
9025071,69301,Nebraska,United States,US
9025072,69331,Nebraska,United States,US
9025073,69333,Nebraska,United States,US
9025074,69334,Nebraska,United States,US
9025075,69335,Nebraska,United States,US
9025076,69336,Nebraska,United States,US
9025077,69337,Nebraska,United States,US
9025078,69339,Nebraska,United States,US
9025079,69340,Nebraska,United States,US
9025080,69341,Nebraska,United States,US
9025081,69343,Nebraska,United States,US
9025082,69345,Nebraska,United States,US
9025083,69346,Nebraska,United States,US
9025084,69347,Nebraska,United States,US
9025085,69348,Nebraska,United States,US
9025086,69350,Nebraska,United States,US
9025087,69351,Nebraska,United States,US
9025088,69352,Nebraska,United States,US
9025089,69354,Nebraska,United States,US
9025090,69355,Nebraska,United States,US
9025091,69356,Nebraska,United States,US
9025092,69357,Nebraska,United States,US
9025093,69358,Nebraska,United States,US
9025094,69360,Nebraska,United States,US
9025095,69361,Nebraska,United States,US
9025097,69366,Nebraska,United States,US
9025098,69367,Nebraska,United States,US
9025099,70001,Louisiana,United States,US
9025100,70002,Louisiana,United States,US
9025101,70003,Louisiana,United States,US
9025102,70005,Louisiana,United States,US
9025103,70006,Louisiana,United States,US
9025104,70030,Louisiana,United States,US
9025105,70031,Louisiana,United States,US
9025106,70032,Louisiana,United States,US
9025107,70036,Louisiana,United States,US
9025108,70037,Louisiana,United States,US
9025110,70039,Louisiana,United States,US
9025111,70040,Louisiana,United States,US
9025112,70041,Louisiana,United States,US
9025113,70043,Louisiana,United States,US
9025114,70047,Louisiana,United States,US
9025115,70049,Louisiana,United States,US
9025116,70050,Louisiana,United States,US
9025117,70051,Louisiana,United States,US
9025118,70052,Louisiana,United States,US
9025119,70053,Louisiana,United States,US
9025120,70056,Louisiana,United States,US
9025121,70057,Louisiana,United States,US
9025122,70058,Louisiana,United States,US
9025123,70062,Louisiana,United States,US
9025124,70065,Louisiana,United States,US
9025125,70067,Louisiana,United States,US
9025126,70068,Louisiana,United States,US
9025127,70070,Louisiana,United States,US
9025128,70071,Louisiana,United States,US
9025129,70072,Louisiana,United States,US
9025130,70075,Louisiana,United States,US
9025131,70076,Louisiana,United States,US
9025132,70079,Louisiana,United States,US
9025133,70080,Louisiana,United States,US
9025134,70082,Louisiana,United States,US
9025135,70083,Louisiana,United States,US
9025136,70084,Louisiana,United States,US
9025137,70085,Louisiana,United States,US
9025138,70086,Louisiana,United States,US
9025139,70087,Louisiana,United States,US
9025140,70090,Louisiana,United States,US
9025141,70091,Louisiana,United States,US
9025142,70092,Louisiana,United States,US
9025143,70094,Louisiana,United States,US
9025144,70112,Louisiana,United States,US
9025145,70113,Louisiana,United States,US
9025146,70114,Louisiana,United States,US
9025147,70115,Louisiana,United States,US
9025148,70116,Louisiana,United States,US
9025149,70117,Louisiana,United States,US
9025150,70118,Louisiana,United States,US
9025151,70119,Louisiana,United States,US
9025152,70121,Louisiana,United States,US
9025153,70122,Louisiana,United States,US
9025154,70123,Louisiana,United States,US
9025155,70124,Louisiana,United States,US
9025156,70125,Louisiana,United States,US
9025157,70126,Louisiana,United States,US
9025158,70127,Louisiana,United States,US
9025159,70128,Louisiana,United States,US
9025160,70129,Louisiana,United States,US
9025161,70130,Louisiana,United States,US
9025162,70131,Louisiana,United States,US
9025163,70139,Louisiana,United States,US
9025164,70146,Louisiana,United States,US
9025165,70163,Louisiana,United States,US
9025166,70170,Louisiana,United States,US
9025167,70301,Louisiana,United States,US
9025168,70310,Louisiana,United States,US
9025169,70339,Louisiana,United States,US
9025170,70341,Louisiana,United States,US
9025171,70342,Louisiana,United States,US
9025172,70343,Louisiana,United States,US
9025173,70344,Louisiana,United States,US
9025174,70345,Louisiana,United States,US
9025175,70346,Louisiana,United States,US
9025176,70352,Louisiana,United States,US
9025177,70353,Louisiana,United States,US
9025178,70354,Louisiana,United States,US
9025179,70355,Louisiana,United States,US
9025180,70356,Louisiana,United States,US
9025181,70357,Louisiana,United States,US
9025182,70358,Louisiana,United States,US
9025183,70359,Louisiana,United States,US
9025184,70360,Louisiana,United States,US
9025185,70363,Louisiana,United States,US
9025186,70364,Louisiana,United States,US
9025187,70372,Louisiana,United States,US
9025188,70373,Louisiana,United States,US
9025189,70374,Louisiana,United States,US
9025190,70375,Louisiana,United States,US
9025191,70377,Louisiana,United States,US
9025192,70380,Louisiana,United States,US
9025193,70390,Louisiana,United States,US
9025195,70392,Louisiana,United States,US
9025196,70393,Louisiana,United States,US
9025197,70394,Louisiana,United States,US
9025198,70395,Louisiana,United States,US
9025199,70397,Louisiana,United States,US
9025200,70401,Louisiana,United States,US
9025201,70403,Louisiana,United States,US
9025202,70420,Louisiana,United States,US
9025203,70422,Louisiana,United States,US
9025204,70426,Louisiana,United States,US
9025205,70427,Louisiana,United States,US
